	KEGG	CAS	PUBCHEM	CHEBI	CHEMBL	SMILES
1123	cpd:C09890	467-79-8	12076.0	10435		C1=CC(=C(C=C1[N+](=O)[O-])N)C(=O)O
1124	cpd:C07283		9492.0	139 18505		C1=CC(=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-]
1125	cpd:C04739		7310.0	68681		C1=CC(=C(C=C1[N+](=O)[O-])S(=O)(=O)O)Cl
1126	cpd:C09250	35226-29-0	11441.0	9911	CHEMBL1214432	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Br
1127	cpd:C09690	35124-13-1	11880.0	10284		C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)O
1128	cpd:C03440	2584-71-6	6264.0	16231	CHEMBL1229563	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F
1129	cpd:C04751		7321.0	28413		C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N
1130	cpd:C11974		14135.0	29530		C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NCC(=O)O
1131	cpd:C01375	104987-11-3	4572.0	61049	CHEMBL269732	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NCCCOP(=O)(O)OP(=O)(O)O
1132	cpd:C01372		4570.0	32878		C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NCCOP(=O)(O)OP(=O)(O)O
1133	cpd:C04300		6959.0	15822		C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)O
1134	cpd:C10415	30368-42-4	12601.0	65		C1=CC(=C(C=C1[O-])C(F)(F)F)[N+](=O)[O-].[Na+]
1135	cpd:C11222	30562-34-6	13401.0	5292	CHEMBL278315	C1=CC(=C(N=C1)C(=O)O)O
1136	cpd:C07968	90-89-1	10169.0	4527	CHEMBL684	C1=CC(=C2C(=C1C(=O)O)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
1137	cpd:C00961	10048-13-2	4212.0	18227	CHEMBL524291	C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
1138	cpd:C07939	665-66-7	10141.0	2619	CHEMBL1255870 CHEMBL1569	C1=CC(=C2C(=O)C=CC(=O)C2=C1O)O
1139	cpd:C02735	7568-93-6	5696.0	16343	CHEMBL19216	C1=CC(=C2C=C(C=C(C2=C1NC(=O)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O
1140	cpd:C02734	701-64-4	5695.0	37548	CHEMBL26128	C1=CC(=C2C=C(C=C(C2=C1NC(=O)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]
1141	cpd:C14896		17395894.0	79423		C1=CC(=C2C=C(SC2=C1)C(=O)N(CC3=CC=CO3)CC4=CC=CS4)F
1142	cpd:C15127	2300-03-0	17396124.0	79645		C1=CC(=C2C=C(SC2=C1)C(=O)NC3=CN=CC=C3)F
1143	cpd:C05604	18766-67-1	7927.0	28365 60872		C1=CC(=CC(=C1)Br)Br
1144	cpd:C15879		47205199.0	80150		C1=CC(=CC(=C1)Br)C(=O)NCC(=O)NCC2=CC=NN2
1145	cpd:C15744		47205070.0	80072		C1=CC(=CC(=C1)Br)C(=O)NCC2=CC=NN2
1146	cpd:C09265	574-84-5	11456.0	5169	CHEMBL54909	C1=CC(=CC(=C1)Br)C(=O)O
1147	cpd:C07615	22232-54-8	9817.0	617099	CHEMBL508102	C1=CC(=CC(=C1)Br)C(F)(F)F
1148	cpd:C11921	130832-66-5	14082.0	29732		C1=CC(=CC(=C1)Br)F
1149	cpd:C09371	478-14-8	11562.0	3366	CHEMBL478775	C1=CC(=CC(=C1)Br)N
1150	cpd:C09372	485-50-7	11563.0	68991	CHEMBL1437488	C1=CC(=CC(=C1)Br)O
1151	cpd:C18512	111988-49-9	124489186.0	39175 39176	CHEMBL451432	C1=CC(=CC(=C1)Br)[C@@H](C2=CC=C(C=C2)F)Cl
1152	cpd:C18513	153719-23-4	124489187.0	39185 39186		C1=CC(=CC(=C1)Br)[C@H](C2=CC=C(C=C2)F)Cl
1153	cpd:C09266	524-30-1	11457.0	5170		C1=CC(=CC(=C1)Br)[N+](=O)[O-]
1154	cpd:C10090	74045-97-9	12276.0	8617	CHEMBL369474	C1=CC(=CC(=C1)C#N)C#N
1155	cpd:C04901		7451.0	16565		C1=CC(=CC(=C1)C(=O)Cl)C(=O)Cl
1156	cpd:C02615		5600.0	36941		C1=CC(=CC(=C1)C(=O)NCC(=O)NCCCCC(C(=O)O)NC(=O)OCC2=CC=C(C=C2)C(F)(F)F)C(=O)NCC(=O)NCCCCC(C(=O)O)NC(=O)OCC3=CC=C(C=C3)C(F)(F)F
1157	cpd:C15687	7184-60-3	47205013.0	78661		C1=CC(=CC(=C1)C(=O)NCC2=CC=NN2)C#N
1158	cpd:C06257	60299-43-6	8496.0	28354		C1=CC(=CC(=C1)C(=O)O)C(=O)O
1159	cpd:C09891	71384-25-3	12077.0	7849		C1=CC(=CC(=C1)C(=O)O)C=O
1160	cpd:C11257	148504-34-1	13434.0	3303	CHEMBL1977168	C1=CC(=CC(=C1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
1161	cpd:C15711	140932-79-2	47205037.0	47250		C1=CC(=CC(=C1)C(F)(F)F)C(=O)NCC2=CC=NN2
1162	cpd:C07761	153-61-7	9963.0	124991	CHEMBL617	C1=CC(=CC(=C1)C(F)(F)F)C(=O)O
1163	cpd:C10912	69327-76-0	13095.0	3218 39381	CHEMBL1891512	C1=CC(=CC(=C1)C(F)(F)F)CC(COC(=O)N)O
1164	cpd:C10089	54954-12-0	12275.0	7638	CHEMBL512072	C1=CC(=CC(=C1)CCl)CCl
1165	cpd:C14288	101-77-9	17395288.0	32506	CHEMBL85728	C1=CC(=CC(=C1)COC2=CC=C(C=C2)C3=NN=CO3)C#N
1166	cpd:C10832	533-31-3	13015.0	9126	CHEMBL1517998	C1=CC(=CC(=C1)Cl)C#N
1167	cpd:C04812		7374.0	27695		C1=CC(=CC(=C1)Cl)C(F)(F)F
1168	cpd:C09286	1362-42-1	11477.0	2366		C1=CC(=CC(=C1)Cl)C=O
1169	cpd:C09917	87064-17-3	12103.0	2827		C1=CC(=CC(=C1)Cl)CCl
1170	cpd:C15729		47205055.0	80058		C1=CC(=CC(=C1)Cl)CSCC(=O)NCC2=CC=NN2
1171	cpd:C08750	53729-52-5	10943.0	3189		C1=CC(=CC(=C1)Cl)Cl
1172	cpd:C05610	4206-58-0	7932.0	27949	CHEMBL225067	C1=CC(=CC(=C1)Cl)N
1173	cpd:C05131		7551.0	141		C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCCl
1174	cpd:C09292	509-93-3	11483.0	2629	CHEMBL115843	C1=CC(=CC(=C1)Cl)NC(=O)OCCCl
1175	cpd:C07302		9510.0	15482		C1=CC(=CC(=C1)Cl)NCC(F)F
1176	cpd:C05613	104-57-4	7933.0	3057		C1=CC(=CC(=C1)Cl)O
1177	cpd:C09306	7446-09-5	11497.0	18422	CHEMBL1235997	C1=CC(=CC(=C1)Cl)OCC(=O)O
1178	cpd:C18514	3691-35-8	124489188.0	81796	CHEMBL1874081	C1=CC(=CC(=C1)Cl)[C@@H](C2=CC=C(C=C2)F)Cl
1179	cpd:C18515	143807-66-3	124489189.0	38450	CHEMBL227020	C1=CC(=CC(=C1)Cl)[C@H](C2=CC=C(C=C2)F)Cl
1180	cpd:C06250		8489.0			C1=CC(=CC(=C1)Cl)[N+](=O)[O-]
1181	cpd:C07766	346-18-9	9968.0	8327	CHEMBL1587	C1=CC(=CC(=C1)F)C(=O)O
1182	cpd:C01989		5086.0	15591		C1=CC(=CC(=C1)F)C2=C(N=CS2)C(=O)NCCN
1183	cpd:C14934		17395932.0	79459		C1=CC(=CC(=C1)F)C2=NC(=CS2)C3=CC4=C(C=C3)NC(=O)N4
1184	cpd:C15686	152406-36-5	47205012.0	80022		C1=CC(=CC(=C1)F)CC(=O)NCC2=CC=NN2
1185	cpd:C07774	3964-81-6	9976.0	2946	CHEMBL946	C1=CC(=CC(=C1)F)CC(C(=O)O)N
1186	cpd:C07538	156-08-1	9741.0	3044	CHEMBL1201358	C1=CC(=CC(=C1)F)F
1187	cpd:C07539	58-15-1	9742.0	160246	CHEMBL288470	C1=CC(=CC(=C1)F)N
1188	cpd:C14482	2862-58-0	17395482.0	34356		C1=CC(=CC(=C1)F)N2C(=NN=N2)SCC3=NOC(=C3)C4=CC=CS4
1189	cpd:C07632	25126-76-5	9834.0	27727	CHEMBL194532 CHEMBL3138313 CHEMBL335062	C1=CC(=CC(=C1)F)N=C=S
1190	cpd:C13645	10035-10-6	586255.0	47266	CHEMBL1231461	C1=CC(=CC(=C1)F)NC(=O)C(=O)NN=CC2=CC=CO2
1191	cpd:C10856	537-30-4	13039.0	3870		C1=CC(=CC(=C1)F)NC(=O)N
1192	cpd:C07540	109922-46-5	9743.0	2215	CHEMBL177641	C1=CC(=CC(=C1)F)O
1193	cpd:C07621	517-18-0	9823.0	6808	CHEMBL1697842	C1=CC(=CC(=C1)F)[N+](=O)[O-]
1194	cpd:C09370	29477-90-5	11561.0	3346		C1=CC(=CC(=C1)I)Br
1195	cpd:C15740	917-13-5	47205066.0	64649	CHEMBL469036	C1=CC(=CC(=C1)I)C(=O)NCC2=CC=NN2
1196	cpd:C09874	6871-55-2	12060.0	6589		C1=CC(=CC(=C1)I)C(=O)O
1197	cpd:C10083	22172-17-4	12269.0	1228	CHEMBL3704820	C1=CC(=CC(=C1)I)Cl
1198	cpd:C10084	480-19-3	12270.0	6052	CHEMBL379064	C1=CC(=CC(=C1)I)I
1199	cpd:C10085	1183-12-6	12271.0	6995		C1=CC(=CC(=C1)I)N
1200	cpd:C10086	3542-72-1	12272.0	7622	CHEMBL187265	C1=CC(=CC(=C1)I)O
1201	cpd:C10388	62787-00-2	12574.0	9106		C1=CC(=CC(=C1)I)[N+](=O)[O-]
1202	cpd:C11991		14152.0	29614		C1=CC(=CC(=C1)N(CCCl)CCCl)CC(C(=O)O)N
1203	cpd:C12230		14375.0	32118		C1=CC(=CC(=C1)N(CCF)CCCl)CCC(=O)O
1204	cpd:C12231		14376.0	31543		C1=CC(=CC(=C1)N(CCF)CCF)CCC(=O)O
1205	cpd:C04864		7419.0	15931		C1=CC(=CC(=C1)N)C(=O)O
1206	cpd:C05616		7935.0	28647		C1=CC(=CC(=C1)N)N
1207	cpd:C08748	11141-17-6	10941.0	2942	CHEMBL509309	C1=CC(=CC(=C1)N)N.Cl.Cl
1208	cpd:C08749	41451-75-6	10942.0	3188	CHEMBL509895	C1=CC(=CC(=C1)N)N.OS(=O)(=O)O
1209	cpd:C01071		4310.0	15856		C1=CC(=CC(=C1)N2C3=CC=CC(=C3OC4=C(C=CC=C42)C(=O)O)C(=O)O)C(F)(F)F
1210	cpd:C07274	72-69-5	9483.0	7640	CHEMBL445	C1=CC(=CC(=C1)N=C=O)C(F)(F)F
1211	cpd:C11817		13981.0	4433		C1=CC(=CC(=C1)N=NC2=C(C=C(C=C2)N)N)N=NC3=C(C=C(C=C3)N)N
1212	cpd:C15675		47205001.0	80014		C1=CC(=CC(=C1)NC(=O)C2=CSC(=C2)Br)N3C=CC=N3
1213	cpd:C15486		17396480.0	38160		C1=CC(=CC(=C1)NC(=O)CCC2=CC=CS2)N3C=NN=N3
1214	cpd:C01245	85166-31-0	4466.0	16595	CHEMBL279107	C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(=O)NC3=C4C(=CC(=CC4=C(C=C3)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C(=O)NC5=C6C(=CC(=CC6=C(C=C5)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O
1215	cpd:C01244		4465.0	17131		C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(=O)NC3=C4C(=CC(=CC4=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])C(=O)NC5=C6C(=CC(=CC6=C(C=C5)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
1216	cpd:C01269		4488.0	16257	CHEMBL317037	C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F
1217	cpd:C07517	76-38-0	9720.0	6843	CHEMBL1341	C1=CC(=CC(=C1)NC2=CC=C(C=C2)[N+](=O)[O-])C(F)(F)F
1218	cpd:C10424	99624-64-3	12609.0	5718		C1=CC(=CC(=C1)NC=O)C(F)(F)F
1219	cpd:C11214	2231-57-4	13394.0	9549	CHEMBL3181818	C1=CC(=CC(=C1)O)C#N
1220	cpd:C04865		7420.0	16735		C1=CC(=CC(=C1)O)C(=O)O
1221	cpd:C01327	7647-01-0	4538.0	17883	CHEMBL1231821	C1=CC(=CC(=C1)O)C(CN)O
1222	cpd:C04814		7376.0	15717		C1=CC(=CC(=C1)O)C(F)(F)F
1223	cpd:C09305	66-97-7	11496.0	27616	CHEMBL164660	C1=CC(=CC(=C1)O)C=CC(=O)O
1224	cpd:C11106	5977-14-0	13288.0	28515	CHEMBL1984636	C1=CC(=CC(=C1)O)C=NNC(=O)C2=CC=NC=C2
1225	cpd:C13727	149091-92-9	586316.0	34524	CHEMBL204385	C1=CC(=CC(=C1)O)C=NO
1226	cpd:C09936	123914-48-7	12122.0	5676		C1=CC(=CC(=C1)O)CC(=O)O
1227	cpd:C10869	490-96-0	13052.0	9923		C1=CC(=CC(=C1)O)CC(C(=O)O)N
1228	cpd:C09301	24399-20-0	11492.0	2848		C1=CC(=CC(=C1)O)CCN
1229	cpd:C09377	34413-12-2	11568.0	3447		C1=CC(=CC(=C1)O)N
1230	cpd:C10613	143114-82-3	12796.0	8339		C1=CC(=CC(=C1)O)NC(=O)N
1231	cpd:C01951	491-09-8	5054.0	17304	CHEMBL54161	C1=CC(=CC(=C1)O)O
1232	cpd:C08945	52286-58-5	11137.0	67986	CHEMBL1773987	C1=CC(=CC(=C1)O)[N+](=O)[O-]
1233	cpd:C15901		47205220.0	80161		C1=CC(=CC(=C1)OC(F)F)C(=O)NCC2=CC=NN2
1234	cpd:C00827		4085.0	15529		C1=CC(=CC(=C1)OC2C(C(C(C(O2)CO)O)O)O)[N+](=O)[O-]
1235	cpd:C18808	650-51-1	124489482.0	81976	CHEMBL2028283	C1=CC(=CC(=C1)OCC(=O)O)/C=N\NC(=O)N
1236	cpd:C09550	568-21-8	11741.0	6066		C1=CC(=CC(=C1)S(=O)(=O)C2=CC=CC(=C2)N)N
1237	cpd:C06234	14561-55-8	8476.0	1893 20440	CHEMBL41221	C1=CC(=CC(=C1)S(=O)(=O)Cl)[N+](=O)[O-]
1238	cpd:C07617	125-84-8	9819.0	2654	CHEMBL488	C1=CC(=CC(=C1)S(=O)(=O)F)N=C=O
1239	cpd:C01037		4280.0	17830 2247		C1=CC(=CC(=C1)S(=O)(=O)N(CCO)CCO)C(=O)O
1240	cpd:C01164	434-16-2	4391.0	17759	CHEMBL1797131	C1=CC(=CC(=C1)S(=O)(=O)N(CCO)CCO)N
1241	cpd:C04815		7377.0	16694		C1=CC(=CC(=C1)S(=O)(=O)N)N
1242	cpd:C06231	96702-03-3	8474.0	27592	CHEMBL1230264	C1=CC(=CC(=C1)S(=O)(=O)O)N
1243	cpd:C09260	6005-18-1	11451.0	4583	CHEMBL3039391	C1=CC(=CC(=C1)S(=O)(=O)O)O
1244	cpd:C04827		7388.0			C1=CC(=CC(=C1)S(=O)(=O)O)S(=O)(=O)O
1245	cpd:C08649	536-01-6	10842.0	5989		C1=CC(=CC(=C1)SSC2=CC=CC(=C2)[N+](=O)[O-])[N+](=O)[O-]
1246	cpd:C09893	89-82-7	12079.0	35596	CHEMBL2924219	C1=CC(=CC(=C1)[N+](=O)[O-])C#N
1247	cpd:C04885		7437.0	16901		C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)CCl
1248	cpd:C10390	15121-94-5	12576.0	8413	CHEMBL451919	C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)N
1249	cpd:C01243		4464.0	18228	CHEMBL1160776 CHEMBL329137	C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O
1250	cpd:C14980		17395978.0	79504		C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NCCC2=CC=CS2
1251	cpd:C06258		8497.0	5386		C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O
1252	cpd:C04825		7386.0			C1=CC(=CC(=C1)[N+](=O)[O-])C(F)(F)F
1253	cpd:C00213	107-97-1	3513.0	15611	CHEMBL304383	C1=CC(=CC(=C1)[N+](=O)[O-])C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)Cl)C(=O)O
1254	cpd:C04899		7449.0	28316 64084		C1=CC(=CC(=C1)[N+](=O)[O-])C=O
1255	cpd:C09939	491-66-7	12125.0	9292	CHEMBL227611	C1=CC(=CC(=C1)[N+](=O)[O-])CC#N
1256	cpd:C09892	66834-87-5	12078.0	8109		C1=CC(=CC(=C1)[N+](=O)[O-])CCl
1257	cpd:C04871	69806-34-4	7423.0	365	CHEMBL223593	C1=CC(=CC(=C1)[N+](=O)[O-])N
1258	cpd:C11610	51724-57-3	13775.0	7988	CHEMBL3314611	C1=CC(=CC(=C1)[N+](=O)[O-])NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
1259	cpd:C04902		7452.0	15876		C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]
1260	cpd:C10590	20069-07-2	12773.0	4765		C1=CC(=CC(=O)C(=C1)O)N
1261	cpd:C04381		7022.0	16191		C1=CC(=CC2=C(C=C(C=C21)S(=O)(=O)O)O)N
1262	cpd:C04170		6851.0	18360		C1=CC(=CC2=C(C=C(C=C21)S(=O)(=O)O)S(=O)(=O)O)N
1263	cpd:C09763	73428-17-8	11951.0	27409		C1=CC(=CC2=C1C=CC(=C2)N)N
1264	cpd:C09206	531-58-8	11397.0	3693		C1=CC(=CC2=C1C=CC(=C2)O)O
1265	cpd:C04466		7089.0	48428		C1=CC(=CC2=C1C=CC(=C2)S(=O)(=O)O)O
1266	cpd:C06440		8674.0	27583		C1=CC(=CC2=CC(=C(C=C21)O)S(=O)(=O)O)S(=O)(=O)O
1267	cpd:C06439	802-31-3	8673.0	28031	CHEMBL2074717	C1=CC(=CC2=CC(=C(C=C21)O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
1268	cpd:C04479		7099.0	17367 61470		C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N
1269	cpd:C08557	5375-64-4	10750.0	6948		C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.Cl.Cl
1270	cpd:C08919	110996-52-6	11111.0	10087	CHEMBL2036080	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.OS(=O)(=O)O
1271	cpd:C11548		13715.0			C1=CC(=CC2=NC3=C(C=CC(=C3)[NH3+])C=C21)N.[Cl-]
1272	cpd:C00236	38168-82-0	3535.0	16001		C1=CC(=CC2C1NC(=O)C2=CC3=CC(=C(C(=C3)Br)O)Br)I
1273	cpd:C19264	129-15-7	124489936.0	82345	CHEMBL1331312	C1=CC(=CC=C1/C=C/C(=O)O)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O
1274	cpd:C19148	3792-59-4	124489820.0	82268		C1=CC(=CC=C1/C=C\C2=CC(=C(C(=C2)O)O)O)O
1275	cpd:C05442	83-48-7	7804.0	28824	CHEMBL186373 CHEMBL400247 CHEMBL66943	C1=CC(=CC=C1Br)Br
1276	cpd:C09331	14028-90-1	11522.0	2610		C1=CC(=CC=C1Br)I
1277	cpd:C09976	99624-92-7	12162.0	9861	CHEMBL494641	C1=CC(=CC=C1C#N)Br
1278	cpd:C09986	93915-32-3	12172.0	8826		C1=CC(=CC=C1C#N)C#N
1279	cpd:C15736	81098-23-9	47205062.0	80065	CHEMBL499988	C1=CC(=CC=C1C#N)C(=O)NCC2=CC=NN2
1280	cpd:C09901	15252-93-4	12087.0	9121		C1=CC(=CC=C1C#N)C(=O)O
1281	cpd:C09977	87605-72-9	12163.0	10000	CHEMBL487795	C1=CC(=CC=C1C#N)Cl
1282	cpd:C11216	14933-09-6	13396.0	10129		C1=CC(=CC=C1C#N)N
1283	cpd:C12569	1310-73-2	582959.0	32145	CHEMBL2105794	C1=CC(=CC=C1C#N)NCC(=O)C(CO)O
1284	cpd:C12570	1314-13-2	582960.0			C1=CC(=CC=C1C#N)NCC(=O)CO
1285	cpd:C10836	5145-53-9	13019.0	1368	CHEMBL451476	C1=CC(=CC=C1C#N)O
1286	cpd:C09904	499-44-5	12090.0	10447	CHEMBL48310	C1=CC(=CC=C1C#N)[N+](=O)[O-]
1287	cpd:C01579		4735.0	47916		C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
1288	cpd:C06585		8813.0	28974		C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O
1289	cpd:C04395		7034.0			C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)Cl)Cl
1290	cpd:C07378	77-37-2	9582.0	8448	CHEMBL86715	C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)F)F
1291	cpd:C04904		7454.0	27877		C1=CC(=CC=C1C(=O)CBr)Br
1292	cpd:C01847		4964.0	16048		C1=CC(=CC=C1C(=O)CBr)O
1293	cpd:C01849	14487-05-9	4966.0	16324		C1=CC(=CC=C1C(=O)CBr)OCC(=O)O
1294	cpd:C02040	2380-94-1	5131.0		CHEMBL446571	C1=CC(=CC=C1C(=O)CSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)N=[N+]=[N-]
1295	cpd:C05001		7488.0	37516		C1=CC(=CC=C1C(=O)Cl)C(=O)Cl
1296	cpd:C06263		8501.0	27573		C1=CC(=CC=C1C(=O)Cl)Cl
1297	cpd:C06264	7429-90-5	8502.0	28984		C1=CC(=CC=C1C(=O)Cl)[N+](=O)[O-]
1298	cpd:C09898	99-86-5	12084.0	10334	CHEMBL2251642	C1=CC(=CC=C1C(=O)N)Cl
1299	cpd:C08556	5589-85-5	10749.0	6947		C1=CC(=CC=C1C(=O)N)[As](SCC(=O)O)SCC(=O)O
1300	cpd:C09905	672-76-4	12091.0	10578	CHEMBL1275999	C1=CC(=CC=C1C(=O)N)[N+](=O)[O-]
1301	cpd:C00708		3975.0	16382	CHEMBL185537	C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NC(=O)NC2=C(C(=O)N=C(N2)N)N
1302	cpd:C00105	58-97-9	3405.0	16695	CHEMBL214393	C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N
1303	cpd:C01247		4468.0			C1=CC(=CC=C1C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)C(=O)NC6=CC=C(C=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O
1304	cpd:C01246		4467.0	15812		C1=CC(=CC=C1C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])NC(=O)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)C(=O)NC6=CC=C(C=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
1305	cpd:C15723		47205049.0	80053	CHEMBL451336	C1=CC(=CC=C1C(=O)NCC2=CC=NN2)Br
1306	cpd:C15712		47205038.0	65716	CHEMBL1988530	C1=CC(=CC=C1C(=O)NCC2=CC=NN2)C(F)(F)F
1307	cpd:C15749		47205075.0	80077		C1=CC(=CC=C1C(=O)NCC2=CC=NN2)OC(F)(F)F
1308	cpd:C15694		47205020.0	80029	CHEMBL319648	C1=CC(=CC=C1C(=O)NCC2=CC=NN2)OC(F)F
1309	cpd:C01047	3081-61-6	4289.0	17394	CHEMBL3039113	C1=CC(=CC=C1C(=O)NCCN)Cl
1310	cpd:C08623	28282-27-1	10816.0	10274	CHEMBL3289096	C1=CC(=CC=C1C(=O)NN)Cl
1311	cpd:C07770	68373-14-8	9972.0	9321	CHEMBL403	C1=CC(=CC=C1C(=O)NN)F
1312	cpd:C11599		13764.0	5845		C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O
1313	cpd:C03149		6037.0	16621		C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N
1314	cpd:C09273	483-92-1	11464.0	6586	CHEMBL254379	C1=CC(=CC=C1C(=O)O)Br
1315	cpd:C05003		7489.0	28614 37719	CHEMBL2325229	C1=CC(=CC=C1C(=O)O)C(=O)O
1316	cpd:C07764	554-57-4	9966.0	6822	CHEMBL19	C1=CC(=CC=C1C(=O)O)C(F)(F)F
1317	cpd:C03508		6318.0	16944 40673		C1=CC(=CC=C1C(=O)O)Cl
1318	cpd:C07771	89786-04-9	9973.0	9421	CHEMBL3392481 CHEMBL404	C1=CC(=CC=C1C(=O)O)F
1319	cpd:C09899	19637-58-2	12085.0	9120		C1=CC(=CC=C1C(=O)O)I
1320	cpd:C12211		14356.0	32275		C1=CC(=CC=C1C(=O)O)N(CCCl)CCCl
1321	cpd:C09280	484-12-8	11471.0	69832	CHEMBL52229	C1=CC(=CC=C1C(=O)O)N=NC2=CC=C(C=C2)C(=O)O
1322	cpd:C06774		8994.0	720		C1=CC(=CC=C1C(=O)O)NC(=O)OC2=CC=C(C=C2)N(CCCl)CCCl
1323	cpd:C13767		854015.0	34780	CHEMBL342911	C1=CC(=CC=C1C(=O)O)NCC2=CN=C(C(=N2)C#N)N
1324	cpd:C09903	89647-79-0	12089.0	9240		C1=CC(=CC=C1C(=O)O)NN
1325	cpd:C13734	76326-31-3	586323.0	138644	CHEMBL28862	C1=CC(=CC=C1C(=O)O)NNC2=CC=C(C=C2)C(=O)O
1326	cpd:C09868	494-90-6	12054.0	50542	CHEMBL1522900	C1=CC(=CC=C1C(=O)O)P(=O)(O)O
1327	cpd:C06508		8739.0	2480		C1=CC(=CC=C1C(=O)O)S(=O)(=O)N
1328	cpd:C00253	59-67-6	3552.0	15940	CHEMBL573	C1=CC(=CC=C1C(=O)O)S(=O)(=O)N(Cl)Cl
1329	cpd:C03160		6045.0	15509		C1=CC(=CC=C1C(=O)O)[Hg+]
1330	cpd:C03157		6044.0			C1=CC(=CC=C1C(=O)O)[Hg+].[Cl-]
1331	cpd:C06516		8747.0	28658	CHEMBL160579	C1=CC(=CC=C1C(=O)O)[Hg]
1332	cpd:C12162		14309.0	31437	CHEMBL1221864	C1=CC(=CC=C1C(=O)O)[Hg].O
1333	cpd:C03238	566-88-1	6108.0	17762	CHEMBL69941	C1=CC(=CC=C1C(=O)O)[N+](=O)[O-]
